city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,7,100-500,Private,never,20.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,4,1000-4999,Private,1,9.0
102,0.8040000200271606,Male,Yes,FullTime,Bachelors,STEM,9,5000-9999,Private,1,74.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,3,10000+,Public,1,129.0
67,0.8550000190734863,Female,Yes,Not,Masters,STEM,10,100-500,Private,1,42.0
61,0.9129999876022339,Male,No,Not,HighSchool,None,2,100-500,Private,never,58.0
103,0.9200000166893005,Male,No,FullTime,HighSchool,None,3,10000+,Private,1,126.0
103,0.9200000166893005,Male,No,Not,HighSchool,None,4,1000-4999,Private,1,45.0
83,0.9229999780654907,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,>4,166.0
61,0.9129999876022339,Male,Yes,Not,Bachelors,STEM,2,50-99,Private,1,110.0
103,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,>20,<10,Private,1,37.0
102,0.8040000200271606,Female,Yes,PartTime,Bachelors,STEM,2,50-99,Private,1,95.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,29.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,50-99,Private,>4,31.0
116,0.7429999709129333,Male,No,FullTime,Masters,STEM,11,50-99,Private,>4,97.0
114,0.9259999990463257,Male,No,Not,PrimarySchool,None,3,50-99,Private,never,16.0
103,0.9200000166893005,Male,No,Not,PrimarySchool,None,4,50-99,Private,never,14.0
102,0.8040000200271606,Male,Yes,Not,Phd,STEM,>20,100-500,Private,>4,206.0
103,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,2,10-49,FundedStartup,1,204.0
103,0.9200000166893005,Male,Yes,Not,Masters,STEM,18,10000+,Private,2,116.0
102,0.8040000200271606,Male,Yes,Not,Masters,STEM,16,100-500,Private,4,161.0
160,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,25.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,18,500-999,Private,>4,94.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,15,10000+,Private,>4,16.0
90,0.6980000138282776,Male,Yes,FullTime,Masters,STEM,15,50-99,Private,1,100.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,20,10000+,Private,never,107.0
157,0.7689999938011169,Male,Yes,PartTime,Masters,STEM,11,50-99,Private,1,17.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,10,<10,Private,1,140.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,Humanities,3,10000+,Private,2,75.0
75,0.9390000104904175,Male,Yes,Not,HighSchool,None,6,<10,Private,1,59.0
23,0.8989999890327454,Male,Yes,Not,HighSchool,None,6,50-99,Private,1,146.0
93,0.8650000095367432,Male,No,Not,HighSchool,None,3,50-99,Private,never,302.0
67,0.8550000190734863,Female,Yes,Not,Masters,STEM,9,100-500,Private,2,42.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,None,14,10000+,Private,1,131.0
94,0.6980000138282776,Male,Yes,PartTime,HighSchool,None,9,50-99,Private,4,74.0
16,0.9100000262260437,Female,Yes,Not,Bachelors,STEM,7,10000+,Private,1,22.0
102,0.8040000200271606,Male,No,Not,Bachelors,STEM,3,100-500,Private,never,53.0
61,0.9129999876022339,Male,Yes,Not,Masters,STEM,>20,500-999,Private,>4,143.0
67,0.8550000190734863,Female,Yes,Not,Bachelors,STEM,14,50-99,Private,2,72.0
103,0.9200000166893005,Male,Yes,Not,HighSchool,None,11,500-999,Private,1,7.0
136,0.8970000147819519,Male,No,FullTime,Bachelors,STEM,3,50-99,UnfundedStartup,1,182.0
99,0.9150000214576721,Male,Yes,Not,Bachelors,STEM,15,50-99,Private,4,50.0
100,0.8870000243186951,Male,Yes,Not,HighSchool,None,2,50-99,Public,1,82.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,2,10000+,Private,1,58.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,9,10-49,Private,1,94.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,<10,Private,2,60.0
65,0.8019999861717224,Male,Yes,FullTime,Masters,STEM,5,100-500,Private,4,124.0
149,0.6890000104904175,Male,No,Not,PrimarySchool,None,2,100-500,Private,2,46.0
152,0.6980000138282776,Male,No,FullTime,Masters,STEM,3,50-99,NGO,2,57.0
160,0.9200000166893005,Female,Yes,Not,Bachelors,STEM,9,50-99,Private,1,17.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,14,5000-9999,Private,>4,101.0
150,0.6980000138282776,Male,No,Not,PrimarySchool,None,3,50-99,Private,never,31.0
136,0.8970000147819519,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,1,36.0
36,0.8930000066757202,Male,Yes,PartTime,Bachelors,STEM,15,100-500,Private,4,198.0
16,0.9100000262260437,Male,No,Not,Masters,STEM,5,10000+,Private,never,31.0
11,0.550000011920929,Male,Yes,Not,Masters,STEM,9,50-99,Private,1,12.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,50-99,FundedStartup,1,31.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,20,500-999,Private,>4,26.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,6,50-99,Private,1,55.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,11,10000+,Private,>4,8.0
16,0.9100000262260437,Male,Yes,Not,HighSchool,None,>20,100-500,Private,>4,38.0
23,0.8989999890327454,Male,Yes,Not,Bachelors,Humanities,16,1000-4999,Private,2,8.0
173,0.878000020980835,Male,Yes,Not,Masters,STEM,>20,1000-4999,Private,3,32.0
40,0.7760000228881836,Male,Yes,PartTime,Bachelors,STEM,18,100-500,FundedStartup,>4,51.0
102,0.8040000200271606,Male,Yes,FullTime,Bachelors,STEM,9,5000-9999,Private,2,22.0
114,0.9259999990463257,Male,Yes,FullTime,HighSchool,None,7,50-99,Private,1,17.0
16,0.9100000262260437,Male,No,FullTime,Bachelors,STEM,3,10000+,Private,never,24.0
23,0.8989999890327454,Male,Yes,Not,Bachelors,STEM,5,10-49,FundedStartup,1,19.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,9,50-99,Private,2,46.0
16,0.9100000262260437,Female,Yes,Not,Bachelors,STEM,13,50-99,Private,>4,15.0
160,0.9200000166893005,Male,Yes,Not,Masters,STEM,>20,100-500,Private,>4,23.0
36,0.8930000066757202,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,38.0
21,0.6240000128746033,Male,No,FullTime,Masters,STEM,4,50-99,Private,never,46.0
102,0.8040000200271606,Male,No,FullTime,Bachelors,Business,<1,100-500,Private,never,214.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Public,>4,52.0
103,0.9200000166893005,Female,No,Not,Bachelors,STEM,<1,10000+,Private,never,22.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,15,100-500,Private,2,65.0
160,0.9200000166893005,Male,Yes,FullTime,Bachelors,None,14,50-99,Private,1,64.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,7,5000-9999,Private,4,86.0
100,0.8870000243186951,Male,No,FullTime,Bachelors,STEM,4,50-99,Private,1,52.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,14,10000+,Private,>4,21.0
114,0.9259999990463257,Male,No,Not,Bachelors,STEM,3,1000-4999,Public,1,86.0
136,0.8970000147819519,Male,No,FullTime,Masters,STEM,5,10000+,Private,4,288.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,>20,100-500,Private,>4,53.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,17,50-99,Private,1,60.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,18,10000+,Private,>4,178.0
75,0.9390000104904175,Male,Yes,Not,Phd,STEM,>20,50-99,Private,2,166.0
104,0.9240000247955322,Male,Yes,Not,Phd,Humanities,>20,10000+,Private,1,62.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,7,10000+,Private,1,35.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,17,100-500,Private,>4,106.0
138,0.8360000252723694,Male,No,Not,Bachelors,STEM,6,<10,Private,never,58.0
90,0.6980000138282776,Male,Yes,FullTime,Masters,STEM,12,100-500,Private,1,44.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,6,50-99,FundedStartup,1,72.0
103,0.9200000166893005,Male,Yes,Not,HighSchool,None,18,10000+,Private,1,80.0
75,0.9390000104904175,Male,Yes,Not,Masters,STEM,16,5000-9999,NGO,2,166.0
10,0.8949999809265137,Male,Yes,Not,Masters,STEM,>20,100-500,Private,1,25.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Business,>20,10000+,Private,never,109.0
71,0.8840000033378601,Male,Yes,Not,Bachelors,STEM,1,<10,UnfundedStartup,1,37.0
11,0.550000011920929,Male,No,FullTime,Bachelors,STEM,4,10-49,Private,never,55.0
103,0.9200000166893005,Male,No,Not,HighSchool,None,3,50-99,Private,never,32.0
45,0.8899999856948853,Male,No,Not,Bachelors,STEM,9,50-99,Private,3,51.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,16,50-99,FundedStartup,1,84.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,>20,500-999,NGO,1,72.0
100,0.8870000243186951,Male,Yes,Not,HighSchool,None,>20,100-500,Private,1,47.0
67,0.8550000190734863,Male,No,FullTime,Bachelors,STEM,12,1000-4999,Private,4,47.0
73,0.7540000081062317,Male,Yes,Not,HighSchool,None,6,<10,FundedStartup,2,20.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,10000+,Private,1,198.0
103,0.9200000166893005,Male,No,Not,Bachelors,Other,2,1000-4999,Public,1,64.0
50,0.8960000276565552,Male,Yes,Not,Masters,STEM,15,10000+,Private,>4,23.0
71,0.8840000033378601,Male,No,FullTime,Masters,STEM,14,100-500,Public,3,96.0
21,0.6240000128746033,Male,No,Not,HighSchool,None,2,10000+,Private,never,306.0
73,0.7540000081062317,Male,Yes,Not,Bachelors,STEM,9,<10,NGO,1,8.0
46,0.7620000243186951,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,1,48.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,10-49,Private,1,98.0
114,0.9259999990463257,Male,No,Not,Phd,STEM,7,500-999,NGO,never,46.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,1,10000+,Public,1,53.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Arts,>20,<10,Private,1,102.0
160,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,4,50-99,Private,1,76.0
103,0.9200000166893005,Male,No,Not,PrimarySchool,None,1,50-99,Private,never,43.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,>20,50-99,Private,>4,32.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,STEM,5,50-99,Private,1,54.0
162,0.7670000195503235,Male,Yes,FullTime,Masters,STEM,8,10-49,Private,1,7.0
71,0.8840000033378601,Female,Yes,Not,Masters,STEM,3,100-500,Private,2,322.0
80,0.847000002861023,Male,Yes,Not,Bachelors,STEM,>20,500-999,Private,never,96.0
160,0.9200000166893005,Female,Yes,FullTime,Bachelors,STEM,4,5000-9999,Private,1,7.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,16,10-49,Private,1,53.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,STEM,10,10-49,FundedStartup,1,161.0
136,0.8970000147819519,Male,No,Not,Masters,STEM,8,10-49,Private,1,11.0
41,0.8270000219345093,Male,Yes,Not,Bachelors,STEM,9,100-500,Public,2,6.0
21,0.6240000128746033,Male,No,FullTime,Bachelors,STEM,1,50-99,Private,1,72.0
105,0.7940000295639038,Female,Yes,Not,Masters,Humanities,6,50-99,Private,1,182.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,>20,5000-9999,Private,>4,67.0
128,0.5270000100135803,Female,No,Not,Bachelors,STEM,1,100-500,Private,1,50.0
71,0.8840000033378601,Female,No,PartTime,Bachelors,STEM,5,100-500,Private,1,16.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,>4,38.0
103,0.9200000166893005,Other,Yes,Not,Bachelors,Arts,5,10-49,UnfundedStartup,1,98.0
70,0.6980000138282776,Male,No,PartTime,Bachelors,STEM,4,100-500,Private,2,7.0
160,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,2,100-500,Private,1,88.0
71,0.8840000033378601,Male,Yes,Not,Masters,STEM,4,100-500,Private,2,112.0
158,0.765999972820282,Other,Yes,FullTime,Bachelors,STEM,15,5000-9999,Private,never,30.0
123,0.7379999756813049,Male,Yes,Not,Bachelors,STEM,9,50-99,FundedStartup,1,9.0
67,0.8550000190734863,Other,No,FullTime,HighSchool,None,4,10000+,Private,1,36.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,19,100-500,Private,4,24.0
103,0.9200000166893005,Male,Yes,Not,Masters,Humanities,2,10000+,NGO,1,28.0
173,0.878000020980835,Male,Yes,PartTime,Bachelors,STEM,10,50-99,Public,1,166.0
21,0.6240000128746033,Male,Yes,FullTime,Masters,STEM,10,50-99,Private,2,61.0
46,0.7620000243186951,Male,Yes,Not,Bachelors,STEM,>20,50-99,Public,3,24.0
16,0.9100000262260437,Male,No,FullTime,Bachelors,STEM,10,50-99,Private,1,8.0
165,0.902999997138977,Male,Yes,Not,Bachelors,STEM,9,50-99,Private,1,133.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,STEM,14,50-99,Private,>4,143.0
173,0.878000020980835,Male,Yes,Not,Bachelors,STEM,>20,10-49,Private,>4,29.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,7,10000+,Private,1,53.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,10000+,Public,>4,11.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,50-99,Private,1,7.0
46,0.7620000243186951,Male,Yes,Not,Bachelors,STEM,8,50-99,Private,>4,87.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,8,10-49,FundedStartup,1,18.0
41,0.8270000219345093,Male,Yes,Not,Bachelors,Arts,9,1000-4999,Private,1,76.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,6,10000+,Private,1,114.0
103,0.9200000166893005,Male,No,FullTime,HighSchool,None,5,10000+,Private,1,56.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,>4,30.0
83,0.9229999780654907,Male,Yes,Not,Bachelors,STEM,>20,500-999,Private,>4,80.0
40,0.7760000228881836,Male,Yes,FullTime,Bachelors,STEM,14,1000-4999,Private,never,52.0
21,0.6240000128746033,Female,Yes,Not,Bachelors,STEM,<1,50-99,Private,1,13.0
162,0.7670000195503235,Male,Yes,Not,Bachelors,STEM,4,100-500,Public,never,42.0
162,0.7670000195503235,Male,Yes,PartTime,Masters,STEM,6,50-99,Private,1,56.0
21,0.6240000128746033,Male,No,Not,PrimarySchool,None,2,50-99,Private,never,12.0
138,0.8360000252723694,Male,Yes,Not,Masters,Humanities,2,100-500,Private,1,36.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,>20,1000-4999,Private,>4,67.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,50-99,Private,1,13.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,10-49,Private,1,100.0
16,0.9100000262260437,Male,Yes,Not,Phd,STEM,15,10000+,Private,1,58.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,7,100-500,Private,1,18.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,2,10000+,Private,2,90.0
12,0.6399999856948853,Male,No,Not,Masters,STEM,6,10000+,Private,1,59.0
102,0.8040000200271606,Male,Yes,Not,Masters,STEM,2,10000+,Private,2,35.0
65,0.8019999861717224,Male,Yes,FullTime,Bachelors,STEM,<1,10000+,Private,2,11.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,100-500,Private,2,15.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Other,10,50-99,Private,>4,206.0
7,0.6470000147819519,Male,Yes,Not,Masters,STEM,9,50-99,Private,1,130.0
103,0.9200000166893005,Male,No,Not,PrimarySchool,None,1,50-99,Private,never,30.0
28,0.9390000104904175,Male,Yes,Not,Masters,STEM,>20,10000+,Private,>4,88.0
21,0.6240000128746033,Male,No,Not,Masters,Business,<1,10000+,Private,1,18.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,10-49,Private,1,41.0
114,0.9259999990463257,Male,Yes,PartTime,Masters,STEM,14,10000+,Private,2,16.0
104,0.9240000247955322,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,>4,95.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,6,500-999,Public,1,53.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,220.0
67,0.8550000190734863,Male,Yes,Not,Masters,STEM,>20,50-99,Private,2,21.0
72,0.7950000166893005,Male,Yes,Not,Masters,STEM,>20,100-500,Public,>4,94.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,None,17,10-49,Private,3,20.0
101,0.5580000281333923,Male,No,Not,Bachelors,STEM,8,10-49,Private,never,47.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,1000-4999,Private,2,60.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,6,10000+,Private,4,78.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,4,10000+,Public,1,5.0
105,0.7940000295639038,Male,Yes,Not,Bachelors,STEM,6,50-99,Private,1,20.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,>20,10000+,Private,3,2.0
105,0.7940000295639038,Female,Yes,FullTime,Bachelors,STEM,9,100-500,Private,>4,206.0
67,0.8550000190734863,Male,No,Not,HighSchool,None,12,1000-4999,Private,1,90.0
19,0.6819999814033508,Male,Yes,Not,Bachelors,STEM,12,100-500,Private,3,25.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,5,10-49,Private,1,8.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,9,500-999,Private,2,22.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,19,100-500,Private,>4,90.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,9,<10,UnfundedStartup,1,56.0
103,0.9200000166893005,Male,Yes,FullTime,HighSchool,None,10,100-500,Private,2,81.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,7,<10,Private,1,120.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,4,50-99,Private,never,18.0
100,0.8870000243186951,Male,Yes,Not,HighSchool,None,>20,50-99,Private,never,19.0
65,0.8019999861717224,Male,Yes,FullTime,Bachelors,STEM,8,5000-9999,Private,2,314.0
75,0.9390000104904175,Male,No,Not,Bachelors,STEM,>20,100-500,Private,2,15.0
16,0.9100000262260437,Male,No,FullTime,Bachelors,STEM,2,10000+,Private,never,10.0
73,0.7540000081062317,Male,Yes,PartTime,Bachelors,STEM,3,50-99,Private,1,39.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,8,100-500,Private,1,25.0
101,0.5580000281333923,Male,No,Not,Bachelors,STEM,<1,<10,UnfundedStartup,1,146.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,100-500,Private,1,26.0
20,0.7960000038146973,Male,Yes,Not,Bachelors,STEM,11,100-500,Private,>4,25.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,>4,50.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,9,10000+,Private,>4,30.0
106,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,18,10000+,Private,4,39.0
21,0.6240000128746033,Male,No,FullTime,HighSchool,None,<1,100-500,Private,never,56.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,3,50-99,Private,1,82.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,7,10000+,Private,2,32.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,>20,50-99,Private,1,43.0
11,0.550000011920929,Male,Yes,Not,Masters,STEM,15,100-500,Private,>4,15.0
143,0.7400000095367432,Male,No,Not,Bachelors,STEM,4,50-99,Private,1,21.0
67,0.8550000190734863,Male,Yes,Not,Bachelors,Humanities,9,10000+,Private,2,226.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,14,50-99,Private,1,60.0
78,0.5789999961853027,Male,Yes,Not,Bachelors,STEM,2,50-99,Private,1,9.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,1,50.0
73,0.7540000081062317,Male,No,PartTime,HighSchool,None,4,1000-4999,Private,1,280.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,3,50-99,Private,2,91.0
21,0.6240000128746033,Male,Yes,Not,Masters,STEM,5,100-500,Private,1,15.0
103,0.9200000166893005,Male,Yes,FullTime,Bachelors,STEM,5,100-500,Private,2,14.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,10,500-999,Private,1,74.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,20,100-500,Private,2,43.0
114,0.9259999990463257,Male,Yes,Not,Masters,STEM,14,500-999,Private,1,52.0
75,0.9390000104904175,Male,No,Not,Bachelors,STEM,1,50-99,Private,1,75.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,100-500,Private,1,54.0
73,0.7540000081062317,Male,No,PartTime,Bachelors,STEM,8,<10,UnfundedStartup,1,50.0
150,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,7,50-99,Private,never,100.0
10,0.8949999809265137,Male,Yes,Not,Masters,STEM,17,<10,UnfundedStartup,1,42.0
16,0.9100000262260437,Male,Yes,Not,Phd,STEM,>20,100-500,Private,4,11.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,10,50-99,Private,2,74.0
65,0.8019999861717224,Male,Yes,FullTime,HighSchool,None,7,50-99,Private,1,17.0
45,0.8899999856948853,Male,Yes,FullTime,Bachelors,STEM,9,50-99,Private,>4,90.0
67,0.8550000190734863,Male,No,Not,Masters,STEM,>20,100-500,Private,2,234.0
21,0.6240000128746033,Male,No,Not,Bachelors,STEM,3,500-999,Private,3,11.0
104,0.9240000247955322,Male,Yes,Not,Masters,Humanities,7,<10,Private,1,163.0
16,0.9100000262260437,Male,Yes,Not,Bachelors,STEM,10,50-99,Private,4,9.0
67,0.8550000190734863,Male,No,Not,Bachelors,Other,5,<10,Private,never,36.0
13,0.8270000219345093,Male,Yes,FullTime,Bachelors,STEM,5,10-49,Public,1,6.0
75,0.9390000104904175,Male,Yes,Not,Bachelors,STEM,11,1000-4999,Private,>4,72.0
114,0.9259999990463257,Male,Yes,PartTime,Bachelors,STEM,18,100-500,NGO,3,84.0
150,0.6980000138282776,Male,Yes,Not,Bachelors,STEM,14,50-99,Public,>4,24.0
61,0.9129999876022339,Male,Yes,Not,HighSchool,None,>20,10-49,Private,1,77.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Other,20,10000+,Private,>4,56.0
102,0.8040000200271606,Male,Yes,Not,Bachelors,STEM,13,50-99,Private,1,22.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,Humanities,17,50-99,FundedStartup,2,8.0
93,0.8650000095367432,Male,Yes,Not,Masters,STEM,>20,1000-4999,Private,>4,8.0
103,0.9200000166893005,Male,No,Not,Bachelors,STEM,>20,1000-4999,Private,1,55.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,9,100-500,Private,1,74.0
21,0.6240000128746033,Male,No,FullTime,Masters,STEM,3,50-99,Private,1,57.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,2,<10,Private,1,36.0
103,0.9200000166893005,Male,No,FullTime,Bachelors,STEM,2,1000-4999,Private,never,146.0
103,0.9200000166893005,Male,Yes,Not,Bachelors,STEM,>20,100-500,Private,>4,151.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,11,50-99,Private,1,4.0
116,0.7429999709129333,Male,Yes,Not,Masters,Other,2,100-500,Private,2,102.0
114,0.9259999990463257,Male,Yes,Not,Bachelors,STEM,7,10000+,Private,3,29.0
16,0.9100000262260437,Male,Yes,Not,Masters,STEM,>20,10000+,Private,2,78.0
136,0.8970000147819519,Male,Yes,Not,Masters,STEM,14,1000-4999,Private,>4,84.0
21,0.6240000128746033,Male,Yes,FullTime,Bachelors,STEM,2,<10,Private,2,141.0
104,0.9240000247955322,Male,Yes,FullTime,HighSchool,None,8,100-500,Public,1,41.0
123,0.7379999756813049,Male,Yes,FullTime,Bachelors,STEM,5,100-500,Private,1,13.0
57,0.8659999966621399,Male,Yes,Not,Masters,STEM,12,50-99,Private,1,30.0
21,0.6240000128746033,Male,Yes,Not,Bachelors,STEM,8,100-500,Private,2,104.0
109,0.7009999752044678,Male,No,FullTime,Bachelors,STEM,2,50-99,Private,1,108.0
45,0.8899999856948853,Male,Yes,Not,Bachelors,STEM,9,50-99,Private,1,62.0
16,0.9100000262260437,Male,No,Not,PrimarySchool,None,8,50-99,Private,2,21.0
71,0.8840000033378601,Male,Yes,Not,Bachelors,STEM,12,<10,UnfundedStartup,1,98.0
16,0.9100000262260437,Female,Yes,Not,Masters,Humanities,5,1000-4999,Public,1,57.0
